,acousticness,danceability,energy,instrumentalness,loudness,speechiness,tempo,valence,key,duration_ms
7558,0.247,0.262,0.606,0.0,-6.646,0.0484,189.857,0.275,8.0,252534.0
7559,0.559,0.703,0.444,0.0,-9.331,0.0417,150.96,0.712,11.0,242947.0
7560,0.811,0.709,0.22,0.0,-11.856,0.0327,110.076,0.53,7.0,219040.0
7561,0.703,0.589,0.453,2.54e-05,-8.912,0.0397,139.148,0.513,7.0,290573.0
7562,0.111,0.583,0.655,3.57e-06,-5.407,0.0315,119.759,0.201,0.0,278747.0
7563,0.0811,0.635,0.712,0.0,-4.998,0.0283,91.024,0.423,8.0,257960.0
7564,0.941,0.396,0.293,0.000196,-14.062,0.0275,100.307,0.343,2.0,182360.0
7565,0.981,0.372,0.247,0.000223,-8.706,0.0273,96.17,0.239,8.0,223429.0
7566,0.566,0.687,0.537,0.0,-7.631,0.0294,120.03,0.265,10.0,257307.0
7567,0.189,0.547,0.569,7.05e-06,-8.644,0.0271,159.713,0.432,10.0,304867.0
7568,0.634,0.489,0.386,5.79e-05,-11.346,0.0349,88.032,0.337,7.0,202000.0
7569,0.945,0.621,0.31,6.12e-05,-10.164,0.0283,111.893,0.125,9.0,240707.0
7570,0.457,0.65,0.531,0.0,-8.335,0.0364,78.946,0.487,4.0,258133.0
7571,0.667,0.657,0.467,1.92e-06,-8.925,0.0341,100.139,0.276,5.0,251760.0
7572,0.426,0.405,0.901,0.0185,-7.905,0.0315,174.041,0.666,11.0,272984.0
7573,0.661,0.441,0.258,0.0,-11.227,0.0276,77.988,0.172,7.0,214827.0
7574,0.657,0.401,0.285,1.13e-05,-11.005,0.0327,130.465,0.267,11.0,211973.0
7575,0.907,0.317,0.172,0.000383,-10.636,0.0326,65.18,0.0963,10.0,212040.0
7576,0.823,0.519,0.46,5.97e-05,-14.53,0.0688,132.082,0.675,11.0,178200.0
7577,0.603,0.609,0.444,6.86e-06,-9.129,0.106,118.402,0.166,7.0,228707.0
7578,0.224,0.688,0.437,3.21e-05,-11.376,0.0296,80.173,0.557,0.0,275000.0
7579,0.32,0.61,0.497,6.11e-05,-9.88,0.0279,85.031,0.739,9.0,250360.0
7580,0.13,0.574,0.628,0.0,-8.815,0.036,153.119,0.803,2.0,300107.0
7581,0.588,0.418,0.42,6.39e-05,-6.444,0.0414,84.094,0.184,0.0,172724.0
7582,0.167,0.414,0.574,0.0,-3.884,0.0304,71.796,0.155,8.0,228267.0
7583,0.276,0.329,0.477,0.0139,-10.266,0.034,143.532,0.182,4.0,260387.0
7584,0.076,0.594,0.5,9.86e-05,-5.586,0.0255,104.996,0.537,5.0,241093.0
7585,0.855,0.589,0.369,0.0,-8.678,0.0321,132.954,0.529,5.0,201200.0
7586,0.129,0.456,0.342,0.0,-8.162,0.0283,84.087,0.224,11.0,252653.0
7587,0.317,0.582,0.347,0.00678,-14.769,0.0305,97.957,0.0797,7.0,257173.0
7588,0.228,0.651,0.663,0.0,-5.569,0.0281,102.0,0.465,0.0,259453.0
7589,0.871,0.244,0.44,8.65e-05,-7.777,0.0475,82.02,0.113,7.0,184480.0
7590,0.655,0.572,0.433,0.0,-9.392,0.0373,80.999,0.343,8.0,228067.0
7591,0.364,0.469,0.382,0.00025,-13.203,0.0374,149.994,0.178,2.0,256147.0
7592,0.0135,0.564,0.774,0.00191,-9.424,0.0368,100.894,0.657,1.0,277477.0
7593,0.011,0.712,0.549,0.0,-9.484,0.0254,109.882,0.552,5.0,251067.0
7594,0.36,0.546,0.519,0.00046,-9.072,0.0291,140.054,0.247,8.0,342400.0
7595,0.354,0.55,0.587,0.0,-6.279,0.0329,165.975,0.466,2.0,284760.0
7596,0.228,0.574,0.507,4.57e-06,-11.343,0.0258,101.085,0.514,6.0,173307.0
7597,0.114,0.459,0.427,0.0,-7.734,0.0267,139.902,0.354,7.0,195493.0
7598,0.483,0.305,0.323,0.0,-9.396,0.0284,135.803,0.103,7.0,281533.0
7599,0.922,0.422,0.264,0.0,-7.064,0.0322,119.93,0.331,8.0,269560.0
7600,0.498,0.523,0.366,0.0,-14.069,0.0331,142.814,0.291,10.0,241507.0
7601,0.641,0.528,0.234,0.0,-15.784,0.0283,95.911,0.191,3.0,218733.0
7602,0.145,0.662,0.844,0.00011,-6.034,0.027,116.346,0.592,3.0,270720.0
7603,0.0299,0.643,0.802,0.0,-4.92,0.0227,95.99,0.53,6.0,270333.0
7604,0.0761,0.808,0.485,0.00414,-8.829,0.056,122.659,0.714,0.0,262440.0
7605,0.165,0.727,0.834,0.0,-5.851,0.0496,131.7,0.816,2.0,194120.0
7606,0.0302,0.638,0.988,1.16e-05,-5.042,0.0921,117.955,0.723,1.0,220880.0
7607,0.168,0.66,0.816,0.0181,-6.61,0.0299,111.346,0.678,2.0,263040.0
7608,0.0964,0.768,0.829,2.92e-05,-5.109,0.0313,118.773,0.962,5.0,234333.0
7609,0.635,0.521,0.233,0.0,-13.683,0.0254,78.93,0.4,7.0,235667.0
7610,0.169,0.655,0.705,0.0139,-8.529,0.0285,97.007,0.749,2.0,277053.0
7611,0.00487,0.637,0.85,0.00018,-5.054,0.0351,126.106,0.52,0.0,213973.0
7612,0.159,0.564,0.911,4.36e-05,-5.39,0.0536,173.938,0.582,2.0,226293.0
7613,0.181,0.511,0.769,0.0,-7.032,0.042,129.657,0.818,4.0,160907.0
7614,0.34,0.52,0.652,5.49e-05,-6.655,0.0274,80.609,0.722,5.0,258787.0
7615,0.0152,0.619,0.579,6.4e-05,-9.307,0.0473,127.224,0.69,4.0,225627.0
7616,0.207,0.709,0.824,0.000307,-8.824,0.0453,118.818,0.867,1.0,291293.0
7617,0.0686,0.628,0.868,0.0805,-4.924,0.0334,120.197,0.863,0.0,269800.0
7618,0.347,0.645,0.795,0.00389,-12.095,0.0527,112.067,0.535,7.0,251489.0
7619,0.00103,0.535,0.801,0.00329,-11.734,0.0345,155.571,0.672,0.0,251573.0
7620,0.214,0.707,0.788,0.000571,-5.269,0.0333,120.465,0.746,6.0,238120.0
7621,0.011,0.712,0.549,0.0,-9.484,0.0254,109.882,0.552,5.0,251067.0
7622,0.127,0.5,0.748,0.0,-9.072,0.0363,118.852,0.514,4.0,250987.0
7623,0.0243,0.64,0.852,1.82e-06,-8.119,0.0345,122.902,0.793,1.0,246520.0
7624,0.0613,0.497,0.719,0.0,-9.397,0.0266,95.769,0.547,6.0,255733.0
7625,0.0115,0.527,0.942,0.0,-5.64,0.0366,148.723,0.495,1.0,241307.0
7626,0.018,0.573,0.902,0.00125,-7.638,0.054,84.412,0.876,6.0,225280.0
7627,0.103,0.575,0.555,1.3e-06,-7.495,0.0453,95.361,0.504,4.0,232467.0
7628,0.105,0.386,0.916,0.00991,-5.955,0.0741,135.642,0.775,2.0,238107.0
7629,0.13,0.574,0.628,0.0,-8.815,0.036,153.119,0.803,2.0,300107.0
7630,0.00772,0.669,0.795,0.0781,-10.865,0.0285,124.594,0.882,2.0,201187.0
7631,0.119,0.605,0.795,6.92e-06,-7.168,0.0294,105.81,0.581,0.0,302827.0
7632,0.0204,0.675,0.649,0.0,-10.271,0.0319,116.624,0.596,5.0,228000.0
7633,0.566,0.575,0.764,1.07e-05,-7.448,0.0746,123.821,0.536,4.0,203240.0
7634,0.132,0.7,0.73,0.0,-8.763,0.0311,130.519,0.961,0.0,316067.0
7635,0.42,0.489,0.483,0.0028,-9.466,0.0275,136.822,0.333,9.0,226706.0
7636,0.281,0.758,0.612,0.00288,-11.403,0.0598,106.945,0.822,0.0,169840.0
7637,0.747,0.547,0.335,0.0,-9.2,0.0307,115.838,0.474,4.0,154733.0
7638,0.0755,0.701,0.944,0.0,-2.986,0.0455,128.993,0.792,4.0,197707.0
7639,0.104,0.685,0.858,0.000119,-6.496,0.0348,92.305,0.692,8.0,229467.0
7640,0.00126,0.526,0.763,6.75e-05,-12.663,0.0341,136.205,0.514,0.0,215160.0
7641,0.258,0.73,0.487,0.01,-10.991,0.0303,114.965,0.731,4.0,226653.0
7642,0.332,0.752,0.307,0.000135,-17.063,0.0398,106.158,0.854,9.0,194173.0
7643,0.025,0.752,0.723,0.00354,-12.126,0.0507,130.519,0.94,7.0,228840.0
7644,0.517,0.568,0.526,0.0,-9.349,0.0298,75.095,0.749,0.0,159440.0
7645,0.0588,0.737,0.495,9.12e-06,-13.489,0.027,104.409,0.967,1.0,197147.0
7646,0.292,0.59,0.338,0.0131,-13.101,0.03,110.581,0.322,11.0,185360.0
7647,0.282,0.514,0.942,6.6e-05,-8.433,0.0502,159.847,0.912,9.0,175267.0
7648,0.12,0.698,0.774,2.26e-06,-8.642,0.048,133.197,0.731,0.0,270720.0
7649,0.359,0.777,0.521,0.11,-8.443,0.0277,97.623,0.335,0.0,393387.0
7650,0.197,0.627,0.802,0.784,-8.432,0.0348,126.283,0.867,0.0,232400.0
7651,0.0465,0.382,0.589,0.0,-7.315,0.0267,140.059,0.335,9.0,243360.0
7652,0.41,0.749,0.497,0.0499,-12.609,0.105,95.818,0.585,10.0,438493.0
7653,0.333,0.742,0.883,7.51e-06,-3.419,0.0329,136.506,0.978,0.0,240280.0
7654,0.193,0.477,0.471,1.76e-06,-10.036,0.0277,81.204,0.423,6.0,304787.0
7655,0.338,0.623,0.739,1.88e-05,-8.116,0.0244,95.007,0.642,7.0,257316.0
7656,0.0119,0.632,0.727,7.64e-05,-11.209,0.0438,124.919,0.499,11.0,278627.0
7657,0.202,0.623,0.94,0.00184,-5.731,0.0365,131.037,0.837,0.0,210133.0
7658,0.236,0.705,0.524,1.3e-05,-14.051,0.026,129.847,0.798,3.0,232667.0
7659,0.331,0.942,0.641,0.179,-10.15,0.0333,114.443,0.966,7.0,296147.0
7660,0.0891,0.617,0.533,4.04e-06,-11.516,0.0651,158.86,0.835,3.0,244707.0
7661,0.534,0.241,0.468,0.0,-9.579,0.0272,91.581,0.451,2.0,112707.0
7662,0.872,0.684,0.247,0.000166,-13.71,0.0281,106.522,0.768,5.0,116627.0
7663,0.172,0.731,0.804,0.00028,-7.621,0.0473,107.383,0.957,11.0,205933.0
7664,0.135,0.775,0.866,0.0376,-3.598,0.0295,131.338,0.875,9.0,295067.0
7665,0.467,0.836,0.509,4.1e-06,-13.668,0.0548,138.714,0.949,0.0,276493.0
7666,0.66,0.787,0.516,1.1e-05,-12.792,0.0332,108.19,0.882,7.0,286667.0
7667,0.368,0.692,0.501,0.0,-11.708,0.0625,128.388,0.961,9.0,140000.0
7668,0.182,0.776,0.763,0.00647,-8.124,0.0534,128.433,0.82,5.0,280000.0
7669,0.234,0.751,0.501,0.112,-12.151,0.0551,167.057,0.902,5.0,190627.0
7670,0.652,0.388,0.338,3.73e-06,-10.054,0.0329,177.765,0.478,10.0,303373.0
7671,0.249,0.653,0.677,0.0,-12.244,0.0396,114.37,0.888,0.0,216533.0
7672,0.214,0.768,0.852,7.36e-05,-6.215,0.038,128.373,0.867,4.0,271240.0
7673,0.00088,0.377,0.681,0.0023,-8.039,0.0298,108.789,0.285,7.0,285133.0
7674,0.348,0.439,0.512,0.0,-12.871,0.0514,131.351,0.197,8.0,418000.0
7675,0.0404,0.697,0.669,0.00897,-12.723,0.0406,108.506,0.486,6.0,290333.0
7676,0.0148,0.439,0.422,4.84e-05,-17.227,0.0409,81.833,0.551,8.0,236933.0
7677,0.018,0.542,0.829,0.000134,-4.266,0.0311,167.942,0.643,6.0,167233.0
7678,0.137,0.697,0.875,0.0,-4.621,0.034,140.069,0.774,5.0,163855.0
7679,0.222,0.621,0.747,0.000194,-5.084,0.0337,124.015,0.426,11.0,188894.0
7680,0.00226,0.721,0.738,4.41e-06,-4.77,0.0403,119.976,0.637,7.0,154983.0
7681,0.026,0.611,0.744,0.0,-6.845,0.0654,105.882,0.705,4.0,185851.0
7682,0.192,0.656,0.813,8.06e-06,-4.797,0.0568,107.011,0.386,11.0,176293.0
7683,0.254,0.594,0.769,0.000189,-6.754,0.0413,91.031,0.62,11.0,209670.0
7684,0.00447,0.704,0.778,0.0,-5.331,0.0971,101.025,0.821,5.0,183537.0
7685,0.0297,0.776,0.808,0.000127,-4.501,0.117,123.988,0.494,11.0,184104.0
7686,0.127,0.572,0.759,0.0,-4.312,0.0506,80.95,0.519,2.0,163733.0
7687,0.0656,0.769,0.718,0.0,-4.039,0.0619,92.969,0.757,9.0,157097.0
7688,0.198,0.794,0.706,0.0,-6.066,0.0382,116.032,0.908,5.0,170614.0
7689,0.0783,0.761,0.695,0.0,-4.048,0.0886,118.004,0.69,5.0,201667.0
7690,0.00614,0.737,0.846,0.0,-4.51,0.22,87.981,0.546,1.0,143901.0
7691,0.0234,0.791,0.567,0.0,-6.381,0.0491,115.015,0.928,2.0,168628.0
7692,0.0192,0.784,0.589,8.35e-05,-7.546,0.0378,114.066,0.725,8.0,200000.0
7693,0.186,0.867,0.673,0.0639,-6.951,0.0323,115.003,0.787,9.0,187413.0
7694,0.161,0.743,0.832,0.0,-3.937,0.0611,149.951,0.801,5.0,148847.0
7695,0.058,0.704,0.701,0.0,-5.442,0.0594,88.024,0.592,2.0,168163.0
7696,0.0383,0.591,0.764,0.0,-5.484,0.0483,169.928,0.478,1.0,141806.0
7697,0.281,0.788,0.859,0.0,-2.724,0.0856,141.02,0.822,2.0,207853.0
7698,0.00813,0.588,0.701,0.0,-6.39,0.0402,104.988,0.443,9.0,228000.0
7699,0.178,0.711,0.779,0.0,-5.271,0.0339,114.977,0.444,8.0,210783.0
7700,0.0561,0.695,0.884,0.0,-2.278,0.0753,103.014,0.914,6.0,203808.0
7701,0.217,0.669,0.629,0.0,-5.018,0.0803,110.865,0.294,1.0,178222.0
7702,0.147,0.641,0.551,0.0,-6.165,0.0532,102.912,0.417,9.0,220891.0
7703,0.21,0.448,0.838,0.000131,-5.257,0.0557,139.863,0.254,4.0,208907.0
7704,0.0744,0.687,0.717,0.0,-6.61,0.0755,88.063,0.685,11.0,158995.0
7705,0.0208,0.679,0.689,0.1,-7.208,0.0586,115.067,0.431,0.0,198693.0
7706,0.0451,0.807,0.893,2.79e-05,-3.745,0.0347,126.011,0.537,11.0,230747.0
7707,0.0339,0.803,0.764,0.000703,-5.233,0.0387,122.014,0.614,5.0,207987.0
7708,0.605,0.607,0.54,6.21e-06,-6.64,0.0372,89.969,0.29,8.0,191208.0
7709,0.0209,0.749,0.674,0.0,-5.128,0.0366,123.055,0.711,10.0,153865.0
7710,0.398,0.64,0.688,0.0,-5.71,0.352,172.128,0.314,7.0,173901.0
7711,0.122,0.548,0.816,0.0,-4.209,0.0465,95.39,0.557,0.0,174000.0
7712,0.00253,0.52,0.849,0.0,-3.794,0.186,175.908,0.774,9.0,236907.0
7713,0.0767,0.777,0.658,0.0,-5.191,0.054,110.048,0.633,0.0,190360.0
7714,0.037,0.708,0.598,0.0,-8.365,0.0291,112.027,0.698,5.0,203123.0
7715,0.0238,0.783,0.912,0.0,-3.713,0.243,98.025,0.749,0.0,166898.0
7716,0.0373,0.689,0.863,1.55e-05,-5.962,0.0348,105.044,0.576,9.0,256320.0
7717,0.343,0.656,0.627,2.17e-05,-6.627,0.0379,99.933,0.481,7.0,167066.0
7718,0.194,0.89,0.394,0.000389,-6.943,0.108,101.996,0.68,0.0,100915.0
7719,0.0237,0.676,0.771,7e-06,-3.675,0.0483,99.048,0.569,8.0,207133.0
7720,0.034,0.796,0.798,4.19e-05,-6.312,0.0317,116.032,0.942,1.0,202735.0
7721,0.00786,0.637,0.69,0.0,-4.057,0.0405,129.857,0.457,1.0,162399.0
7722,0.575,0.562,0.819,0.0227,-7.475,0.0621,178.072,0.544,7.0,184960.0
7723,0.534,0.753,0.505,2.58e-06,-7.621,0.255,91.972,0.419,9.0,197437.0
7724,0.051,0.774,0.792,0.0,-4.021,0.0523,122.062,0.507,10.0,139672.0
7725,0.0384,0.72,0.791,0.0,-4.689,0.124,102.071,0.756,1.0,175427.0
7726,0.53,0.756,0.789,0.000711,-7.002,0.0324,127.987,0.873,2.0,176267.0
7727,0.446,0.674,0.548,0.0,-7.064,0.0507,99.995,0.359,0.0,198221.0
7728,0.0372,0.697,0.683,0.0,-2.881,0.117,96.133,0.603,1.0,186987.0
7729,0.305,0.863,0.631,3.04e-05,-4.689,0.0534,128.977,0.817,7.0,223480.0
7730,0.192,0.695,0.762,0.00244,-3.497,0.0395,120.042,0.553,0.0,215280.0
7731,0.00647,0.695,0.818,4.87e-06,-5.379,0.0334,119.965,0.916,5.0,182693.0
7732,0.0689,0.632,0.595,0.0,-7.644,0.0401,124.114,0.435,8.0,167903.0
7733,0.00839,0.852,0.698,1.03e-06,-7.206,0.0629,113.039,0.324,9.0,180645.0
7734,0.00406,0.8,0.837,0.00313,-2.807,0.0491,100.015,0.702,6.0,225600.0
7735,0.00245,0.588,0.791,0.00258,-5.595,0.0402,94.933,0.487,7.0,231000.0
7736,0.0131,0.59,0.828,0.0,-3.351,0.0462,120.028,0.771,6.0,165133.0
7737,0.0221,0.741,0.691,0.0,-7.395,0.0672,150.087,0.892,10.0,212353.0
7738,0.105,0.553,0.591,0.0,-8.375,0.318,89.171,0.619,5.0,188253.0
7739,0.0125,0.794,0.793,0.0,-4.521,0.0842,123.941,0.677,11.0,183290.0
7740,0.021,0.672,0.855,0.0,-3.764,0.0397,123.056,0.646,9.0,182200.0
7741,0.00146,0.514,0.73,9.54e-05,-5.934,0.0598,171.005,0.334,1.0,200040.0
7742,0.259,0.707,0.629,1.6e-05,-4.581,0.0563,122.863,0.457,0.0,212459.0
7743,0.0427,0.842,0.734,0.0,-5.065,0.0588,137.958,0.952,1.0,181027.0
7744,0.194,0.77,0.882,0.0,-4.792,0.0602,99.991,0.385,8.0,223523.0
7745,0.0169,0.596,0.854,0.0,-5.114,0.463,120.274,0.152,7.0,203418.0
7746,0.38,0.866,0.813,0.0,-4.063,0.0554,121.998,0.969,11.0,199440.0
7747,0.0641,0.596,0.897,5.24e-05,-2.94,0.0462,118.0,0.578,10.0,206394.0
7748,0.00611,0.767,0.889,0.0,-2.988,0.0963,119.93,0.843,7.0,195145.0
7749,0.0205,0.742,0.713,0.0,-5.522,0.0303,120.032,0.879,1.0,189960.0
7750,0.316,0.826,0.694,0.0285,-7.862,0.0315,123.932,0.852,7.0,217427.0
7751,0.0317,0.699,0.529,3.59e-05,-7.548,0.0487,119.987,0.121,2.0,206167.0
7752,0.344,0.638,0.51,0.0,-6.485,0.305,114.576,0.448,1.0,167107.0
7753,0.0239,0.56,0.872,6.98e-06,-4.269,0.14,126.05,0.682,3.0,205933.0
7754,0.855,0.807,0.396,0.0,-7.415,0.0545,91.159,0.7,11.0,189486.0
7755,0.0319,0.646,0.795,0.0,-3.293,0.0976,89.99,0.796,9.0,210960.0
7756,0.132,0.694,0.712,0.0,-3.923,0.046,98.023,0.799,7.0,201122.0
7757,0.555,0.56,0.68,0.0,-7.648,0.321,89.391,0.319,6.0,173800.0
7758,0.298,0.668,0.892,0.0,-3.001,0.0645,95.927,0.478,5.0,159011.0
7759,0.344,0.916,0.552,0.000722,-5.051,0.0546,118.981,0.349,3.0,204044.0
7760,0.171,0.753,0.657,0.0,-3.061,0.0449,107.01,0.437,7.0,184732.0
7761,0.00175,0.666,0.728,4.26e-06,-5.808,0.0419,122.996,0.51,7.0,204878.0
7762,0.124,0.64,0.648,0.0,-8.113,0.187,92.977,0.548,5.0,197867.0
7763,0.333,0.547,0.555,0.000313,-7.316,0.163,95.102,0.575,11.0,206373.0
7764,0.0117,0.758,0.557,0.0,-4.568,0.034,126.986,0.781,7.0,231840.0
7765,0.256,0.682,0.919,0.0,-3.18,0.0875,95.982,0.535,0.0,159736.0
7766,0.447,0.741,0.52,1.97e-06,-7.513,0.0656,102.998,0.347,8.0,171030.0
7767,0.00137,0.618,0.806,1.27e-05,-4.651,0.0443,97.986,0.683,10.0,180067.0
7768,0.00701,0.578,0.866,0.0,-3.804,0.0619,128.038,0.619,1.0,199080.0
7769,0.0151,0.693,0.678,5.71e-06,-7.159,0.0324,103.952,0.404,8.0,228267.0
7770,0.00173,0.68,0.825,0.000122,-4.296,0.0702,117.987,0.784,8.0,193533.0
7771,0.054,0.614,0.615,0.0,-6.7,0.0444,95.941,0.374,0.0,220291.0
7772,0.037,0.791,0.862,2.19e-05,-3.24,0.11,123.994,0.592,9.0,214847.0
7773,0.0288,0.627,0.858,0.0,-3.116,0.0394,100.074,0.399,7.0,194387.0
7774,0.00421,0.613,0.668,2.06e-06,-6.134,0.162,150.171,0.622,0.0,199747.0
7775,0.0591,0.673,0.902,0.000262,-2.392,0.0346,100.012,0.538,2.0,194240.0
7776,0.109,0.775,0.613,2.33e-05,-4.586,0.0542,100.066,0.797,3.0,208787.0
7777,0.838,0.653,0.452,7.73e-05,-11.143,0.055,83.433,0.45,4.0,252881.0
7778,0.473,0.516,0.322,0.00194,-11.762,0.0292,148.005,0.261,9.0,182888.0
7779,0.411,0.622,0.375,0.0,-9.069,0.0279,111.968,0.221,10.0,178000.0
7780,0.584,0.357,0.425,0.0,-7.301,0.0333,102.078,0.27,5.0,198040.0
7781,0.113,0.566,0.366,0.181,-12.808,0.028,129.96,0.237,7.0,184154.0
7782,0.799,0.664,0.5,0.0,-6.935,0.0651,117.896,0.801,9.0,182347.0
7783,0.938,0.575,0.185,0.0,-11.988,0.0337,128.074,0.594,6.0,204295.0
7784,0.593,0.569,0.403,4.49e-06,-8.618,0.0439,119.819,0.269,10.0,201017.0
7785,0.896,0.674,0.205,0.0272,-14.173,0.0399,95.984,0.355,2.0,247148.0
7786,0.023,0.526,0.749,1.76e-06,-6.964,0.0283,99.982,0.421,3.0,208680.0
7787,0.947,0.483,0.129,0.145,-20.149,0.0349,137.35,0.203,5.0,161929.0
7788,0.453,0.598,0.603,5.72e-06,-9.075,0.1,146.067,0.443,2.0,258902.0
7789,0.761,0.445,0.367,0.075,-13.086,0.0452,155.675,0.202,0.0,165592.0
7790,0.842,0.313,0.258,1.3e-06,-11.532,0.0383,179.947,0.268,2.0,211813.0
7791,0.157,0.659,0.678,6.69e-06,-8.18,0.0313,106.186,0.647,0.0,258411.0
7792,0.71,0.263,0.307,7.48e-06,-9.724,0.0295,182.082,0.239,3.0,258025.0
7793,0.113,0.512,0.636,3.8e-05,-8.087,0.0469,121.431,0.312,3.0,267256.0
7794,0.748,0.371,0.268,0.0517,-10.506,0.0281,102.617,0.165,1.0,227093.0
7795,0.494,0.759,0.665,0.0,-6.338,0.0861,125.056,0.391,2.0,185173.0
7796,0.92,0.587,0.229,0.0,-11.254,0.128,75.67,0.379,10.0,171728.0
7797,0.941,0.473,0.203,0.0,-12.627,0.102,168.884,0.419,2.0,163587.0
7798,0.214,0.4,0.641,0.0,-6.303,0.0674,81.552,0.393,8.0,163603.0
7799,0.694,0.607,0.488,0.0,-8.329,0.0264,119.953,0.361,4.0,225880.0
7800,0.695,0.445,0.537,1.65e-05,-8.532,0.04,122.769,0.131,4.0,244360.0
7801,0.593,0.471,0.335,2.11e-05,-8.767,0.0273,145.252,0.111,4.0,243907.0
7802,0.274,0.631,0.518,0.0,-8.771,0.0303,93.023,0.205,0.0,613027.0
7803,0.804,0.671,0.156,0.0518,-16.288,0.0371,94.08,0.201,8.0,211960.0
7804,0.822,0.275,0.268,0.0,-10.014,0.0693,173.156,0.244,9.0,133773.0
7805,0.892,0.555,0.257,1.42e-06,-12.637,0.0299,89.013,0.431,10.0,200756.0
7806,0.225,0.6,0.663,0.0,-5.802,0.0477,121.07,0.286,3.0,245493.0
7807,0.969,0.467,0.119,1.4e-06,-10.99,0.0401,70.499,0.156,2.0,272485.0
7808,0.83,0.412,0.236,0.00653,-15.159,0.0379,140.214,0.119,4.0,281381.0
7809,0.8,0.481,0.267,0.0,-9.249,0.0339,117.64,0.137,7.0,227693.0
7810,0.782,0.506,0.302,1.14e-06,-9.155,0.0466,157.344,0.388,7.0,197000.0
7811,0.969,0.544,0.369,0.279,-9.514,0.038,87.01,0.102,2.0,208212.0
7812,0.0902,0.376,0.43,0.0,-6.585,0.0328,77.599,0.129,0.0,177323.0
7813,0.537,0.613,0.581,0.000345,-8.588,0.0424,130.033,0.551,0.0,239560.0
7814,0.616,0.569,0.354,2.75e-05,-9.862,0.0315,108.083,0.118,2.0,349347.0
7815,0.541,0.806,0.362,0.0489,-10.386,0.0344,127.498,0.418,7.0,235427.0
7816,0.154,0.73,0.355,0.00155,-9.13,0.0359,142.143,0.56,10.0,202653.0
7817,0.2,0.389,0.537,3.13e-06,-6.761,0.0309,127.964,0.383,10.0,253387.0
7818,0.8,0.643,0.324,0.0,-7.817,0.0338,147.019,0.444,0.0,200940.0
7819,0.702,0.617,0.483,0.000216,-7.359,0.0458,144.99,0.176,11.0,152318.0
7820,0.866,0.464,0.473,0.0,-10.086,0.129,75.801,0.604,1.0,208687.0
7821,0.245,0.42,0.33,0.000679,-13.925,0.0275,157.143,0.175,9.0,295600.0
7822,0.791,0.739,0.491,0.0366,-11.515,0.027,111.008,0.707,6.0,228922.0
7823,0.819,0.283,0.351,1.5e-06,-8.274,0.0286,143.535,0.132,4.0,167028.0
7824,0.687,0.553,0.413,2.33e-06,-10.037,0.0334,110.107,0.379,2.0,208978.0
7825,0.886,0.648,0.308,0.0774,-11.729,0.04,76.997,0.198,1.0,184638.0
7826,0.982,0.532,0.137,0.962,-18.208,0.0717,118.734,0.301,9.0,126825.0
7827,0.768,0.561,0.431,1.42e-05,-8.81,0.0578,143.875,0.137,10.0,242013.0
7828,0.768,0.629,0.328,2.5e-05,-8.284,0.029,74.953,0.389,11.0,197732.0
7829,0.38,0.571,0.447,0.0,-7.255,0.0311,103.796,0.244,0.0,202640.0
7830,0.761,0.31,0.374,2.46e-05,-8.464,0.0275,75.938,0.16,6.0,285640.0
7831,0.312,0.51,0.385,0.0369,-8.546,0.0298,173.945,0.115,8.0,261476.0
7832,0.896,0.507,0.294,1.97e-05,-10.0,0.04,114.199,0.386,2.0,245964.0
7833,0.814,0.294,0.337,0.414,-10.614,0.036,91.781,0.135,6.0,300683.0
7834,0.0157,0.609,0.692,0.0,-2.958,0.0259,116.959,0.454,1.0,233720.0
7835,0.171,0.492,0.533,2.62e-05,-7.513,0.058,73.624,0.183,3.0,185213.0
7836,0.875,0.518,0.318,4.21e-06,-11.727,0.0749,77.594,0.227,6.0,211838.0
7837,0.585,0.679,0.61,9.51e-05,-10.936,0.0305,123.978,0.554,7.0,227186.0
7838,0.414,0.422,0.449,0.449,-9.32,0.0703,94.986,0.212,0.0,232800.0
7839,0.446,0.603,0.784,8.32e-06,-4.023,0.062,172.041,0.769,6.0,173104.0
7840,0.88,0.581,0.197,0.0,-7.697,0.0329,130.367,0.349,3.0,214293.0
7841,0.481,0.688,0.653,0.00414,-8.558,0.0403,147.991,0.701,7.0,231000.0
7842,0.194,0.527,0.591,0.0194,-7.664,0.0396,123.167,0.461,6.0,256760.0
7843,0.355,0.286,0.445,0.0,-8.087,0.0347,50.827,0.278,6.0,217352.0
7844,0.0372,0.716,0.555,0.0,-7.57,0.0371,93.973,0.483,9.0,185281.0
7845,0.871,0.522,0.251,0.000258,-12.626,0.0603,137.366,0.303,10.0,156798.0
7846,0.697,0.53,0.346,1.07e-05,-10.497,0.0376,121.876,0.359,8.0,241347.0
7847,0.394,0.625,0.146,8.44e-05,-9.497,0.0297,113.952,0.235,2.0,165787.0
7848,0.604,0.459,0.575,0.0,-4.858,0.0573,111.881,0.183,3.0,215107.0
7849,0.271,0.498,0.61,0.0,-5.098,0.0363,79.918,0.474,6.0,245427.0
7850,0.434,0.335,0.504,0.0,-6.882,0.0636,185.544,0.478,0.0,163760.0
7851,0.782,0.545,0.137,0.0,-14.803,0.0421,155.179,0.621,7.0,168771.0
7852,0.731,0.329,0.167,3.08e-05,-11.635,0.0311,165.026,0.203,8.0,245533.0
